1,2,6,14,7,4,0,No danger
1,8,10,10,13,10,0.02,No danger
1,0,2,13,9,0,0,No danger
1,8,3,16,20,13,0,No danger
1,8,6,16,16,11,0.13,No danger
1,6,5,16,27,12,0,No danger
1,13,8,16,27,16,0,No danger
1,9,13,16,19,12,0,No danger
1,11,11,16,22,14,0,No danger
1,7,3,15,21,7,0,No danger
1,8,10,16,21,13,0,No danger
1,7,11,13,13,10,0.67,No danger
1,5,6,16,23,12,0,No danger
1,1,0,8,7,1,0,No danger
1,4,3,16,12,6,0,No danger
1,13,3,16,31,16,0,No danger
1,0,3,16,5,0,0,No danger
1,0,3,16,8,1,0,No danger
1,11,5,16,23,13,0,No danger
1,5,5,12,11,5,0.01,No danger
1,12,3,16,32,18,0,No danger
1,8,6,11,18,8,0,No danger
1,7,2,13,15,7,0,No danger
1,4,5,9,7,6,0,No danger
1,6,8,15,17,10,0.17,No danger
1,3,6,15,10,4,0,No danger
1,5,11,13,12,5,0.22,No danger
1,7,2,15,12,7,0.01,No danger
1,11,10,16,26,13,0,No danger
1,6,6,16,12,7,0.11,No danger
1,13,5,16,28,18,0,No danger
1,12,14,16,22,15,0,No danger
1,7,5,14,13,7,0.44,No danger
1,12,16,13,17,13,1.21,No danger
1,10,13,14,17,11,0.42,No danger
1,0,2,16,10,0,0.08,No danger
1,15,6,14,21,16,0,No danger
1,1,6,16,11,4,0,No danger
1,7,18,16,14,9,0.07,No danger
1,6,3,16,31,13,0,No danger
1,12,6,16,28,16,0,No danger
1,11,2,16,25,13,0,No danger
1,7,2,16,20,9,0.01,No danger
1,7,19,16,15,9,0.05,No danger
1,12,3,16,30,16,0,No danger
1,0,5,15,7,0,0,No danger
1,3,18,14,9,5,1.41,No danger
1,11,3,16,27,15,0,No danger
1,9,6,16,19,13,0,No danger
1,7,2,8,13,8,0,No danger
1,7,5,16,16,8,0.03,No danger
1,8,8,16,22,12,0,No danger
1,10,8,16,22,14,0,No danger
1,8,10,14,14,9,0.29,No danger
1,12,11,16,27,16,0,No danger
1,9,8,16,23,12,0,No danger
1,9,6,16,21,14,0,No danger
1,6,13,15,16,10,0.33,No danger
1,8,5,9,12,7,0,No danger
1,6,16,15,14,7,0.42,No danger
1,13,5,13,20,14,0,No danger
1,0,5,16,7,0,0,No danger
1,11,5,16,18,14,0.14,No danger
1,3,2,4,7,2,0,No danger
1,8,8,15,21,11,0.04,No danger
1,4,5,10,8,4,0.02,No danger
1,9,13,16,21,13,0,No danger
1,8,10,13,13,7,0.41,No danger
1,9,5,16,19,13,0,No danger
1,3,5,15,9,3,0,No danger
1,12,3,16,26,16,0,No danger
1,6,2,6,8,4,0.3,No danger
1,8,11,12,17,11,1.19,No danger
1,13,5,16,28,14,0,No danger
1,12,3,16,28,18,0,No danger
1,2,6,8,10,0,0,No danger
1,6,6,16,17,7,0.01,No danger
1,12,2,11,18,14,0,No danger
1,4,11,16,17,7,0,No danger
1,4,11,16,16,9,0.01,No danger
1,8,5,13,23,7,0.04,No danger
1,11,6,16,33,17,0,No danger
1,7,3,16,25,13,0,No danger
1,2,2,5,7,1,0,No danger
1,6,8,16,11,8,0.03,No danger
1,5,5,12,9,4,0.01,No danger
1,3,13,16,16,7,0,No danger
1,7,3,16,28,11,0,No danger
1,3,2,14,17,2,0,No danger
1,6,6,13,11,8,0.6,No danger
1,9,16,15,20,12,0.5,No danger
1,12,8,16,19,13,0.44,No danger
1,14,2,16,25,15,0,No danger
1,12,6,16,20,16,0,No danger
1,6,5,16,15,7,0,No danger
1,4,13,16,13,7,0,No danger
1,4,10,12,11,3,0.54,No danger
1,4,3,6,10,4,0.01,No danger
1,9,10,15,18,13,0,No danger
1,4,8,16,17,9,0,No danger
1,8,2,3,14,7,0,No danger
1,11,5,16,29,18,0,No danger
1,13,5,16,23,13,0,No danger
1,9,10,13,14,10,0.08,No danger
1,13,6,16,30,17,0,No danger
1,11,5,16,27,16,0,No danger
1,14,3,14,20,16,0,No danger
1,3,11,16,15,4,0.01,No danger
1,0,11,16,5,0,0.01,No danger
1,7,10,16,13,9,0.08,No danger
1,12,6,16,26,16,0,No danger
1,2,2,7,7,1,0,No danger
1,8,8,16,21,14,0,No danger
1,11,11,16,18,12,0.04,No danger
1,6,10,16,18,9,0,No danger
1,8,3,7,13,9,0,No danger
1,8,2,15,14,8,0.01,No danger
1,6,8,12,12,6,0.61,No danger
1,7,8,15,14,8,0.39,No danger
1,2,3,5,9,2,0,No danger
1,10,13,15,18,12,0.22,No danger
1,4,13,16,14,7,0,No danger
1,0,3,10,6,0,0,No danger
1,11,10,16,26,14,0,No danger
1,11,6,16,29,14,0,No danger
1,10,5,16,26,16,0,No danger
1,5,10,13,13,4,0.01,No danger
1,0,2,16,9,0,0,No danger
1,4,2,16,13,4,0,No danger
1,12,8,16,22,15,0.16,No danger
1,4,16,14,10,6,0.09,No danger
1,12,13,10,16,14,1.43,No danger
1,1,5,16,14,2,0,No danger
1,12,2,16,23,15,0,No danger
1,9,5,16,22,13,0,No danger
1,11,3,15,16,12,0.27,No danger
1,1,5,11,8,3,0,No danger
1,13,5,16,31,17,0,No danger
1,9,6,13,15,11,0.77,No danger
1,7,3,12,13,7,1.12,No danger
1,2,8,16,12,4,0.01,No danger
1,9,3,16,24,16,0,No danger
1,8,11,14,13,9,0.25,No danger
1,14,11,12,21,16,0.66,No danger
1,11,5,16,26,14,0,No danger
1,0,5,16,8,2,0,No danger
1,11,11,16,23,16,0,No danger
1,4,16,16,13,8,0,No danger
1,2,5,16,14,7,0,No danger
1,9,3,16,27,16,0,No danger
1,8,5,16,22,14,0,No danger
1,1,5,14,8,2,0.43,No danger
1,3,2,16,11,4,0,No danger
1,3,6,16,12,4,0.02,No danger
1,12,2,16,23,13,0,No danger
1,6,10,14,13,7,0.36,No danger
1,14,8,16,25,16,0,No danger
1,12,10,16,23,16,0,No danger
1,7,18,15,16,9,0.3,No danger
1,0,8,16,1,0,0,No danger
1,13,3,16,28,18,0,No danger
1,10,10,16,21,12,0,No danger
2,12,6,16,24,17,0,No danger
2,13,5,16,23,17,0,No danger
2,4,14,16,12,4,0,No danger
2,0,8,16,3,0,0,No danger
2,12,8,16,28,17,0,No danger
2,3,5,16,14,6,0,No danger
2,6,11,16,10,7,0,No danger
2,6,13,15,12,7,0.05,No danger
2,0,3,16,0,0,0,No danger
2,8,11,13,15,11,0.32,No danger
2,7,19,16,14,11,0.21,No danger
2,0,10,15,6,0,0.06,No danger
2,5,3,16,26,11,0,No danger
2,0,2,15,8,0,0,No danger
2,0,2,16,4,0,0,No danger
2,6,5,16,20,12,0,No danger
2,8,3,16,24,13,0,No danger
2,3,3,14,9,5,0,No danger
2,7,5,16,21,11,0,No danger
2,0,5,16,0,0,0,No danger
2,6,16,16,16,9,0,No danger
2,1,5,15,13,2,0,No danger
2,8,13,15,17,9,0.37,No danger
2,3,10,16,11,6,0.01,No danger
2,12,3,16,28,16,0,No danger
2,2,3,15,9,2,0,No danger
2,0,13,16,0,0,0,No danger
2,0,3,16,12,1,0,No danger
2,9,3,16,27,16,0,No danger
2,0,13,16,8,0,0,No danger
2,5,13,16,11,7,0.08,No danger
2,12,5,16,27,16,0,No danger
2,3,3,16,26,10,0,No danger
2,11,3,16,31,16,0,No danger
2,7,2,8,11,8,0.06,No danger
2,9,2,12,14,11,0.53,No danger
2,4,19,16,13,7,0.02,No danger
2,0,5,16,3,0,0,No danger
2,8,3,12,13,8,0.01,No danger
2,12,3,16,24,14,0,No danger
2,3,10,16,17,6,0,No danger
2,5,13,16,11,7,0.03,No danger
2,10,6,12,15,11,1.44,No danger
2,3,19,16,9,5,0.44,No danger
2,0,2,16,9,1,0,No danger
2,10,3,16,17,13,0.27,No danger
2,6,3,16,11,7,0.01,No danger
2,2,3,16,15,4,0,No danger
2,0,3,16,4,0,0,No danger
2,3,5,7,8,3,0,No danger
2,4,18,14,10,6,0.62,No danger
2,10,8,13,17,11,0.34,No danger
2,11,3,16,24,14,0,No danger
2,4,2,16,12,6,0,No danger
2,6,3,16,28,12,0,No danger
2,8,3,14,13,8,0,No danger
2,1,2,15,8,3,0,No danger
2,13,5,16,26,17,0,No danger
2,2,3,7,13,1,0,No danger
2,5,2,15,11,7,0.16,No danger
2,7,13,14,11,8,0.44,No danger
2,4,16,16,13,8,0,No danger
2,3,3,14,9,4,0.05,No danger
2,7,16,16,16,9,0.08,No danger
2,13,11,15,22,15,0.09,No danger
2,14,5,16,26,18,0,No danger
2,9,13,16,16,11,0.26,No danger
2,1,13,7,7,1,0.1,No danger
2,10,5,16,25,16,0,No danger
2,12,3,16,29,17,0,No danger
2,5,2,10,13,4,0.76,No danger
2,2,5,16,13,7,0,No danger
2,5,11,16,15,8,0.22,No danger
2,2,3,16,21,8,0,No danger
2,5,2,15,11,5,0.09,No danger
2,7,16,14,16,8,0.11,No danger
2,0,8,16,8,3,0.11,No danger
2,0,5,16,5,0,0,No danger
2,11,8,15,18,13,0,No danger
2,6,18,14,13,7,0.01,No danger
2,0,3,16,4,0,0,No danger
2,9,3,16,27,16,0,No danger
2,3,2,6,7,3,0,No danger
2,8,3,16,23,12,0,No danger
2,5,6,16,12,6,0.06,No danger
2,3,10,16,16,7,0,No danger
2,6,8,13,12,7,0.53,No danger
2,9,6,16,30,18,0,No danger
2,6,2,16,16,6,0,No danger
2,8,21,15,13,8,0.03,No danger
2,8,6,16,19,12,0.03,No danger
2,7,8,16,18,11,0,No danger
2,11,2,16,23,14,0,No danger
2,11,8,16,22,12,0,No danger
2,2,8,16,9,3,0.03,No danger
2,14,6,13,19,16,0,No danger
2,2,8,10,9,1,0,No danger
2,6,23,16,10,9,0.15,No danger
2,0,6,15,7,0,0.03,No danger
2,11,18,16,16,14,0.01,No danger
2,6,6,15,14,8,0.03,No danger
2,5,3,16,18,7,0,No danger
2,8,11,11,13,9,0.8,No danger
2,11,5,16,29,17,0,No danger
2,7,11,12,12,6,1.09,No danger
2,6,3,16,11,9,0,No danger
2,7,3,10,11,9,0,No danger
2,0,6,11,6,0,0.09,No danger
2,2,5,9,13,1,0,No danger
2,8,14,16,19,13,0,No danger
2,0,6,16,8,5,0.01,No danger
3,12,10,16,21,14,0,No danger
3,8,3,16,15,8,0.06,No danger
3,5,2,15,12,7,0,No danger
3,4,3,16,16,7,0,No danger
3,9,23,15,14,13,0.62,No danger
3,9,10,15,18,11,0.37,No danger
3,6,14,15,13,7,0.63,No danger
3,6,14,11,14,4,1.39,No danger
3,9,14,14,14,9,0.7,No danger
3,2,10,16,10,4,0,No danger
3,13,8,16,26,18,0,No danger
3,3,8,15,8,5,0.12,No danger
3,6,3,14,11,7,0,No danger
3,8,16,16,17,12,0.1,No danger
3,6,10,15,18,9,0.14,No danger
3,7,2,5,9,7,0.18,No danger
3,3,5,16,21,6,0,No danger
